id,degree_x,degree_centrality_x,betweenness_centrality_x,eigenvector_centrality,closeness_centrality,label,degree_y,degree_centrality_y,betweenness_centrality_y,community
Vinod Khosla,34,0.030548068283917342,0.0,0.05100468506572411,0.4729841226826424,Vinod Khosla,34,0.0305480682839173,0.0,4
Christina Galbraith,5,0.004492362982929021,3.878298978068219e-06,0.014505730847220157,0.4671137523656592,Christina Galbraith,5,0.004492362982929,3.878298978068219e-06,0
Lawrance Visoski,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Lawrance Visoski,2,0.0017969451931716,0.0,0
Tarek El Sayed,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Tarek El Sayed,2,0.0017969451931716,0.0,0
"Edward B. Reynolds, Jr.",6,0.005390835579514825,0.0,0.014042389406176853,0.4671137523656592,"Edward B. Reynolds, Jr.",6,0.0053908355795148,0.0,0
Erika Kellerhals,7,0.006289308176100629,4.039894768821062e-06,0.014322411832443288,0.467320898153848,Erika Kellerhals,7,0.0062893081761006,4.039894768821062e-06,0
Justin Blackhall,6,0.005390835579514825,0.0,0.014042389406176853,0.4671137523656592,Justin Blackhall,6,0.0053908355795148,0.0,0
Robert A. Solomon,6,0.005390835579514825,0.0,0.014042389406176853,0.4671137523656592,Robert A. Solomon,6,0.0053908355795148,0.0,0
William L. Blum,6,0.005390835579514825,0.0,0.014042389406176853,0.4671137523656592,William L. Blum,6,0.0053908355795148,0.0,0
Cecile de Jongh,3,0.0026954177897574125,0.0,0.012646708197727053,0.4664934153771258,Cecile de Jongh,3,0.0026954177897574,0.0,0
Cavan Mahony,5,0.004492362982929021,4.0398947688210616e-07,0.013358863145805784,0.466906790135989,Cavan Mahony,5,0.004492362982929,4.039894768821062e-07,4
Frau Dichand,4,0.0035938903863432167,0.0,0.013063688247598286,0.4667000112209598,Frau Dichand,4,0.0035938903863432,0.0,4
Manuela Wieland,5,0.004492362982929021,4.0398947688210616e-07,0.013358863145805784,0.466906790135989,Manuela Wieland,5,0.004492362982929,4.039894768821062e-07,4
Kevin Frost,5,0.004492362982929021,0.0,0.013373527733890736,0.466906790135989,Kevin Frost,5,0.004492362982929,0.0,4
Kevin Robert Frost,5,0.004492362982929021,0.0,0.013373527733890736,0.466906790135989,Kevin Robert Frost,5,0.004492362982929,0.0,4
Magdalena Schuster,5,0.004492362982929021,0.0,0.013373527733890736,0.466906790135989,Magdalena Schuster,5,0.004492362982929,0.0,4
Eva Pichand,4,0.0035938903863432167,0.0,0.013063688247598286,0.4667000112209598,Eva Pichand,4,0.0035938903863432,0.0,4
Boris Nikolicil,5,0.004492362982929021,0.0,0.013373527733890736,0.466906790135989,Boris Nikolicil,5,0.004492362982929,0.0,4
Christina,3,0.0026954177897574125,0.0,0.012646708197727053,0.4664934153771258,Christina,3,0.0026954177897574,0.0,0
Marlene Edme,3,0.0026954177897574125,0.0,0.012646708197727053,0.4664934153771258,Marlene Edme,3,0.0026954177897574,0.0,0
Charles Stevenson,2,0.0017969451931716084,0.0,0.013513791612576695,0.4662870023614722,Charles Stevenson,2,0.0017969451931716,0.0,1
John Connolly,11,0.009883198562443846,0.0054970405654683014,0.015745972493158657,0.4704502791682711,John Connolly,11,0.0098831985624438,0.0054970405654683,8
Joseph Bernstein,7,0.006289308176100629,1.6159579075284246e-06,0.0007627785049528054,0.3180828932499026,Joseph Bernstein,7,0.0062893081761006,1.6159579075284246e-06,8
Morad Tahbaz,7,0.006289308176100629,1.6159579075284246e-06,0.0007627785049528054,0.3180828932499026,Morad Tahbaz,7,0.0062893081761006,1.6159579075284246e-06,8
RALPH BERNSTEIN,5,0.004492362982929021,0.0,0.0007297982129393742,0.31789098803527216,RALPH BERNSTEIN,5,0.004492362982929,0.0,8
ed thompson,5,0.004492362982929021,0.0,0.0007297982129393742,0.31789098803527216,ed thompson,5,0.004492362982929,0.0,8
Ed Thompson,5,0.004492362982929021,0.0,0.0007297982129393742,0.31789098803527216,Ed Thompson,5,0.004492362982929,0.0,8
Ralph Bernstein,5,0.004492362982929021,0.0,0.0007297982129393742,0.31789098803527216,Ralph Bernstein,5,0.004492362982929,0.0,8
Barbro C Ehnbom,9,0.008086253369272238,1.373564221399161e-05,0.014514354548788876,0.46773574138345636,Barbro C Ehnbom,9,0.0080862533692722,1.373564221399161e-05,16
Cecilia Schott,2,0.0017969451931716084,0.0,0.01239752491828851,0.4662870023614722,Cecilia Schott,2,0.0017969451931716,0.0,16
Goldsamt,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,Goldsamt,6,0.0053908355795148,0.0,16
Jeff Kriendler,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,Jeff Kriendler,6,0.0053908355795148,0.0,16
Marcus,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,Marcus,6,0.0053908355795148,0.0,16
Sofia,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,Sofia,6,0.0053908355795148,0.0,16
the prince,6,0.005390835579514825,0.0,0.013660728435690486,0.4671137523656592,the prince,6,0.0053908355795148,0.0,16
Barbro Ehnbom,3,0.0026954177897574125,0.0,0.01269090569582139,0.4664934153771258,Barbro Ehnbom,3,0.0026954177897574,0.0,16
Cecilia Schött,3,0.0026954177897574125,0.0,0.01269090569582139,0.4664934153771258,Cecilia Schött,3,0.0026954177897574,0.0,16
Dave Hope,2,0.0017969451931716084,0.0,0.00015748620671608463,0.24348628127008481,Dave Hope,2,0.0017969451931716,0.0,3
Dou Hope,2,0.0017969451931716084,0.0,0.00015748620671608463,0.24348628127008481,Dou Hope,2,0.0017969451931716,0.0,3
Warren Eisenstein,14,0.012578616352201259,0.003493700996076454,0.006656329694162418,0.3245483909260632,Warren Eisenstein,14,0.0125786163522012,0.0034937009960764,3
Esneh,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Esneh,2,0.0017969451931716,0.0,0
Sultan Bin Sulayerr,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Sultan Bin Sulayerr,2,0.0017969451931716,0.0,0
Craig Jacoby,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Craig Jacoby,10,0.008984725965858,0.0,0
Dave Morin,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Dave Morin,10,0.008984725965858,0.0,0
Drew Houston,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Drew Houston,10,0.008984725965858,0.0,0
Eike,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Eike,10,0.008984725965858,0.0,0
Hosain Rahman,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Hosain Rahman,10,0.008984725965858,0.0,0
Ian Osborne,12,0.01078167115902965,1.3008461155603816e-05,0.017869077557835327,0.4698210545416528,Ian Osborne,12,0.0107816711590296,1.3008461155603816e-05,0
Marissa,10,0.008984725965858042,0.0,0.017258221523889797,0.4694025057180077,Marissa,10,0.008984725965858,0.0,0
Peter Thiel,14,0.012578616352201259,3.378506282382641e-05,0.018461575109387913,0.4702403504403959,Peter Thiel,14,0.0125786163522012,3.378506282382641e-05,0
Reid Hoffman,11,0.009883198562443846,9.076296913951317e-06,0.017601376429222635,0.4696116868702884,Reid Hoffman,11,0.0098831985624438,9.076296913951315e-06,0
Francis Derby,8,0.0071877807726864335,0.0,0.01831778958328587,0.46898470197460046,Francis Derby,8,0.0071877807726864,0.0,1
Januiz Banasiak,9,0.008086253369272238,2.0199473844105308e-07,0.01873168614247919,0.4691935108356755,Januiz Banasiak,9,0.0080862533692722,2.019947384410531e-07,1
Louella Rabuyo,9,0.008086253369272238,2.0199473844105308e-07,0.01873168614247919,0.4691935108356755,Louella Rabuyo,9,0.0080862533692722,2.019947384410531e-07,1
Richard Barnnet,9,0.008086253369272238,2.0199473844105308e-07,0.01873168614247919,0.4691935108356755,Richard Barnnet,9,0.0080862533692722,2.019947384410531e-07,1
Francis,8,0.0071877807726864335,0.0,0.01831778958328587,0.46898470197460046,Francis,8,0.0071877807726864,0.0,1
Auren Hoffman,6,0.005390835579514825,2.154610543371233e-06,0.013813702455258496,0.4671137523656592,Auren Hoffman,6,0.0053908355795148,2.154610543371233e-06,0
Chamath Palihapitiya,4,0.0035938903863432167,0.0,0.01322120490370591,0.4667000112209598,Chamath Palihapitiya,4,0.0035938903863432,0.0,0
Fouad,4,0.0035938903863432167,0.0,0.013111212219174544,0.4667000112209598,Fouad,4,0.0035938903863432,0.0,0
Lisa Randall,4,0.0035938903863432167,0.0,0.013111212219174544,0.4667000112209598,Lisa Randall,4,0.0035938903863432,0.0,0
Jan Loeys,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Jan Loeys,5,0.004492362982929,0.0,21
John Normand,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,John Normand,5,0.004492362982929,0.0,21
Leo Evans,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Leo Evans,5,0.004492362982929,0.0,21
Matthew Lehmann,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Matthew Lehmann,5,0.004492362982929,0.0,21
Nikolaos Panigirtzoglou,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Nikolaos Panigirtzoglou,5,0.004492362982929,0.0,21
Seamus Mac Gorain,5,0.004492362982929021,0.0,2.1534004688875527e-26,0.004492362982929021,Seamus Mac Gorain,5,0.004492362982929,0.0,21
Gwendolyn,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Gwendolyn,1,0.0008984725965858,0.0,0
Mohamed Waheed Hassan,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Mohamed Waheed Hassan,2,0.0017969451931716,0.0,0
Mohamed Waheed,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,Mohamed Waheed,2,0.0017969451931716,0.0,0
Nadia,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Nadia,1,0.0008984725965858,0.0,0
Charlotte Abrams,2,0.0017969451931716084,0.0,0.0005718268967362122,0.31598459530342643,Charlotte Abrams,2,0.0017969451931716,0.0,0
Jamie Glazov,3,0.0026954177897574125,0.0008718092911115851,0.01236127588360569,0.4671137523656592,Jamie Glazov,3,0.0026954177897574,0.0008718092911115,0
Larry Summers,62,0.055705300988319856,0.0036087160011502406,0.05463994998359648,0.4809715314180407,Larry Summers,62,0.0557053009883198,0.0036087160011502,0
Larry Summers_______________________,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Larry Summers_______________________,1,0.0008984725965858,0.0,0
Aaron David Miller,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Aaron David Miller,23,0.0206648697214734,0.0,11
Benjamin Netanyahu,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Benjamin Netanyahu,23,0.0206648697214734,0.0,11
Chuck Hagel,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Chuck Hagel,23,0.0206648697214734,0.0,11
Daniel Gavron,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Daniel Gavron,23,0.0206648697214734,0.0,11
Dennis Ross,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Dennis Ross,23,0.0206648697214734,0.0,11
Dov Seidman,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Dov Seidman,23,0.0206648697214734,0.0,11
Elliott Abrams,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Elliott Abrams,23,0.0206648697214734,0.0,11
Gurcharan Das,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Gurcharan Das,23,0.0206648697214734,0.0,11
Isaac Molho,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Isaac Molho,23,0.0206648697214734,0.0,11
James Baker,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,James Baker,23,0.0206648697214734,0.0,11
Jeremy Ben-Ami,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Jeremy Ben-Ami,23,0.0206648697214734,0.0,11
John F. Kerry,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,John F. Kerry,23,0.0206648697214734,0.0,11
Mahmoud Abbas,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Mahmoud Abbas,23,0.0206648697214734,0.0,11
President Barack Obama,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,President Barack Obama,23,0.0206648697214734,0.0,11
Richard L. Russell,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Richard L. Russell,23,0.0206648697214734,0.0,11
Robert B. Zoellick,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Robert B. Zoellick,23,0.0206648697214734,0.0,11
Robert Dreyfuss,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Robert Dreyfuss,23,0.0206648697214734,0.0,11
Saeb Erekat,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Saeb Erekat,23,0.0206648697214734,0.0,11
Scott Wilson,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Scott Wilson,23,0.0206648697214734,0.0,11
Shashi Tharoor,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Shashi Tharoor,23,0.0206648697214734,0.0,11
Thomas L. Friedman,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Thomas L. Friedman,23,0.0206648697214734,0.0,11
Yasir Arafat,23,0.020664869721473494,0.0,0.025897827939545943,0.47108119147828664,Yasir Arafat,23,0.0206648697214734,0.0,11
Peggy,2,0.0017969451931716084,0.0,0.013513791612576695,0.4662870023614722,Peggy,2,0.0017969451931716,0.0,1
Peggy SiegalliM1111.1.1,1,0.0008984725965858042,0.0,0.000448224270885772,0.31731665924026714,Peggy SiegalliM1111.1.1,1,0.0008984725965858,0.0,1
Skip Rimer,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Skip Rimer,1,0.0008984725965858,0.0,0
Blanche Christerson,2,0.0017969451931716084,0.0,0.012368232491677877,0.4662870023614722,Blanche Christerson,2,0.0017969451931716,0.0,23
Paul Morris,5,0.004492362982929021,2.4239368612926367e-06,0.013247257018127784,0.466906790135989,Paul Morris,5,0.004492362982929,2.4239368612926367e-06,23
Shaher,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Shaher,1,0.0008984725965858,0.0,0
Darren Rigger,5,0.004492362982929021,0.0,0.01452084959012512,0.466906790135989,Darren Rigger,5,0.004492362982929,0.0,1
Lisa Rossi,5,0.004492362982929021,0.0,0.01452084959012512,0.466906790135989,Lisa Rossi,5,0.004492362982929,0.0,1
Michael Scotto,5,0.004492362982929021,0.0,0.01452084959012512,0.466906790135989,Michael Scotto,5,0.004492362982929,0.0,1
Walter Swett,5,0.004492362982929021,0.0,0.01452084959012512,0.466906790135989,Walter Swett,5,0.004492362982929,0.0,1
Debbie Fein,10,0.008984725965858042,2.9164192712060614e-06,0.017052320419920268,0.4694025057180077,Debbie Fein,10,0.008984725965858,2.916419271206062e-06,0
Tonja Haddad Coleman,14,0.012578616352201259,0.0014652514293052995,0.018606800533062365,0.4702403504403959,Tonja Haddad Coleman,14,0.0125786163522012,0.0014652514293052,0
Glen Miller,7,0.006289308176100629,6.463831630113699e-07,0.014059104118982558,0.467320898153848,Glen Miller,7,0.0062893081761006,6.463831630113699e-07,13
Lawrence Richman,5,0.004492362982929021,0.0,0.013437491626913501,0.466906790135989,Lawrence Richman,5,0.004492362982929,0.0,13
Marshall E. Eisenberg,7,0.006289308176100629,6.463831630113699e-07,0.014059104118982558,0.467320898153848,Marshall E. Eisenberg,7,0.0062893081761006,6.463831630113699e-07,13
Monice M. Kaczorowski,7,0.006289308176100629,6.463831630113699e-07,0.014059104118982558,0.467320898153848,Monice M. Kaczorowski,7,0.0062893081761006,6.463831630113699e-07,13
Emily Heil,6,0.005390835579514825,0.0,0.013755483011553514,0.4671137523656592,Emily Heil,6,0.0053908355795148,0.0,13
Lawrence I. Richman,6,0.005390835579514825,0.0,0.013755483011553514,0.4671137523656592,Lawrence I. Richman,6,0.0053908355795148,0.0,13
Alex Gray,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Alex Gray,7,0.0062893081761006,2.693263179214041e-07,20
Belle Cheves,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Belle Cheves,7,0.0062893081761006,2.693263179214041e-07,20
Fabrice Aidan,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Fabrice Aidan,7,0.0062893081761006,2.693263179214041e-07,20
Melissa Mahle,6,0.005390835579514825,0.0,0.013678809973266618,0.4671137523656592,Melissa Mahle,6,0.0053908355795148,0.0,20
Stephen A. Seche,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Stephen A. Seche,7,0.0062893081761006,2.693263179214041e-07,20
Timothy Dixon,7,0.006289308176100629,2.693263179214041e-07,0.013987883768723161,0.467320898153848,Timothy Dixon,7,0.0062893081761006,2.693263179214041e-07,20
Mahle Melissa,6,0.005390835579514825,0.0,0.013678809973266618,0.4671137523656592,Mahle Melissa,6,0.0053908355795148,0.0,20
Bob,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Bob,12,0.0107816711590296,0.0,3
Bridges Hague,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Bridges Hague,12,0.0107816711590296,0.0,3
Ed Hammer,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Ed Hammer,12,0.0107816711590296,0.0,3
Janet Kafka,60,0.05390835579514825,0.005968064721627901,0.07511050002013554,0.48229227704207195,Janet Kafka,60,0.0539083557951482,0.0059680647216278,3
Jeffery Edwards,14,0.012578616352201259,0.003493700996076454,0.00665632969416242,0.3245483909260632,Jeffery Edwards,14,0.0125786163522012,0.0034937009960764,3
Joe Nordgaardly Kafka,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Joe Nordgaardly Kafka,12,0.0107816711590296,0.0,3
Joel Dunn,44,0.039532794249775384,0.005570664761990939,0.064583397376748,0.4787862904756598,Joel Dunn,44,0.0395327942497753,0.0055706647619909,3
John Stepek,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,John Stepek,12,0.0107816711590296,0.0,3
Mark Albert,12,0.01078167115902965,0.0,0.006649214599308479,0.3243486073674753,Mark Albert,12,0.0107816711590296,0.0,3
Mark L. Epstein,17,0.015274034141958671,0.005382809655240768,0.020060612100924774,0.4729841226826424,Mark L. Epstein,17,0.0152740341419586,0.0053828096552407,3
Nicholas Gahhos,12,0.01078167115902965,0.0,0.00664921459930848,0.3243486073674753,Nicholas Gahhos,12,0.0107816711590296,0.0,3
Terry Kafka,60,0.05390835579514825,0.005978164458549954,0.07471197232133191,0.48229227704207195,Terry Kafka,60,0.0539083557951482,0.0059781644585499,3
John Pinette,3,0.0026954177897574125,0.0,0.013647903923521798,0.4664934153771258,John Pinette,3,0.0026954177897574,0.0,4
Ehud Barak,4,0.0035938903863432167,2.4239368612926367e-06,0.013391992220944381,0.4667000112209598,Ehud Barak,4,0.0035938903863432,2.4239368612926367e-06,0
Laurie Cameron,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Laurie Cameron,1,0.0008984725965858,0.0,0
ehud barak,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,ehud barak,2,0.0017969451931716,0.0,0
FT Breaking News,2,0.0017969451931716084,0.0,0.01234743053672686,0.4662870023614722,FT Breaking News,2,0.0017969451931716,0.0,0
Lisa New,7,0.006289308176100629,9.965073763091952e-06,0.01537106188089366,0.467320898153848,Lisa New,7,0.0062893081761006,9.965073763091952e-06,0
Liz Hartley,10,0.008984725965858042,2.9164192712060614e-06,0.017052320419920268,0.4694025057180077,Liz Hartley,10,0.008984725965858,2.916419271206062e-06,0
Nick Py111.11M,6,0.005390835579514825,0.0,0.015629371115673262,0.4685676413236671,Nick Py111.11M,6,0.0053908355795148,0.0,0
Sharon Churcher,10,0.008984725965858042,2.9164192712060614e-06,0.017052320419920268,0.4694025057180077,Sharon Churcher,10,0.008984725965858,2.916419271206062e-06,0
Nick Pyke,9,0.008086253369272238,1.7313834723518836e-06,0.016699171596474566,0.4691935108356755,Nick Pyke,9,0.0080862533692722,1.7313834723518836e-06,0
Fred Haddad,9,0.008086253369272238,1.7313834723518836e-06,0.016699171596474566,0.4691935108356755,Fred Haddad,9,0.0080862533692722,1.7313834723518836e-06,0
Darren Indyk,8,0.0071877807726864335,0.0,0.014788727471932437,0.46815132178450786,Darren Indyk,8,0.0071877807726864,0.0,0
Torla Haddad Coleman,8,0.0071877807726864335,0.0,0.014788727471932437,0.46815132178450786,Torla Haddad Coleman,8,0.0071877807726864,0.0,0
Olivier COLOM,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Olivier COLOM,1,0.0008984725965858,0.0,0
Vinit Sahni,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Vinit Sahni,4,0.0035938903863432,0.0,23
Brad Bowen,20,0.017969451931716084,3.1026391824545754e-05,0.025128552648093994,0.47277192702419346,Brad Bowen,20,0.017969451931716,3.102639182454575e-05,3
Fred Simon,6,0.005390835579514825,0.0,0.015552500012725252,0.4698210545416528,Fred Simon,6,0.0053908355795148,0.0,3
Michael S. Buchholtz,6,0.005390835579514825,0.0,0.015552500012725252,0.4698210545416528,Michael S. Buchholtz,6,0.0053908355795148,0.0,3
Ralph Simon,6,0.005390835579514825,0.0,0.015552500012725252,0.4698210545416528,Ralph Simon,6,0.0053908355795148,0.0,3
Steven Sinofsk,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Steven Sinofsk,1,0.0008984725965858,0.0,0
Andrew Farkas,7,0.006289308176100629,5.117200040506677e-06,0.015154976017745975,0.46773574138345636,Andrew Farkas,7,0.0062893081761006,5.117200040506677e-06,0
Andrew Friendly,7,0.006289308176100629,1.2119684306463184e-06,0.015124839925649846,0.46773574138345636,Andrew Friendly,7,0.0062893081761006,1.2119684306463184e-06,0
Cecile,6,0.005390835579514825,0.0,0.014805947266471648,0.4675282277448657,Cecile,6,0.0053908355795148,0.0,0
Jermain,6,0.005390835579514825,0.0,0.014805947266471648,0.4675282277448657,Jermain,6,0.0053908355795148,0.0,0
Kelly Friendly,10,0.008984725965858042,1.9153589976177193e-05,0.018968915588548046,0.4691935108356755,Kelly Friendly,10,0.008984725965858,1.9153589976177193e-05,0
Bryan Subotnick,2,0.0017969451931716084,0.0,0.00028575307028585805,0.3157006067516259,Bryan Subotnick,2,0.0017969451931716,0.0,29
Stuart Subotnick,2,0.0017969451931716084,0.0,0.00028575307028585805,0.3157006067516259,Stuart Subotnick,2,0.0017969451931716,0.0,29
Tyler Shears,4,0.0035938903863432167,6.463831630113699e-07,0.01422561263327522,0.466906790135989,Tyler Shears,4,0.0035938903863432,6.463831630113699e-07,0
Melanie SpineIla,6,0.005390835579514825,4.309221086742466e-06,0.01583399878715382,0.4671137523656592,Melanie SpineIla,6,0.0053908355795148,4.309221086742466e-06,1
Nay Gupta,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Nay Gupta,4,0.0035938903863432,0.0,23
Tazia Smith,4,0.0035938903863432167,0.0,0.01296779621915374,0.4667000112209598,Tazia Smith,4,0.0035938903863432,0.0,23
Bella Klein,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Bella Klein,6,0.0053908355795148,0.0,1
Ed Boyden,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Ed Boyden,6,0.0053908355795148,0.0,1
Jojo Fontanilla,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Jojo Fontanilla,6,0.0053908355795148,0.0,1
Lyn Fontanilla,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Lyn Fontanilla,6,0.0053908355795148,0.0,1
Neil Gershenfeld,6,0.005390835579514825,0.0,0.014890739859787092,0.4671137523656592,Neil Gershenfeld,6,0.0053908355795148,0.0,1
Google Alerts,6,0.005390835579514825,2.7968673967524165e-05,0.015669876237916693,0.4698210545416528,Google Alerts,6,0.0053908355795148,2.7968673967524165e-05,0
soon yi previ,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,soon yi previ,1,0.0008984725965858,0.0,0
Mariana Idikowska,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Mariana Idikowska,1,0.0008984725965858,0.0,0
Donald Trump,27,0.02425876010781671,2.772592021947257e-05,0.0373664555940253,0.4729841226826424,Donald Trump,27,0.0242587601078167,2.772592021947257e-05,0
Gi Feather,4,0.0035938903863432167,0.0,0.014524776791532579,0.4671137523656592,Gi Feather,4,0.0035938903863432,0.0,0
Lesley,4,0.0035938903863432167,0.0,0.014524776791532579,0.4671137523656592,Lesley,4,0.0035938903863432,0.0,0
Joi Ito,7,0.006289308176100629,9.426421127249144e-06,0.015187086522348191,0.467320898153848,Joi Ito,7,0.0062893081761006,9.426421127249144e-06,0
Guy Amico,7,0.006289308176100629,1.2119684306463184e-06,0.014818070730357706,0.467320898153848,Guy Amico,7,0.0062893081761006,1.2119684306463184e-06,0
JR Stambaugh,6,0.005390835579514825,0.0,0.01450547125730723,0.4671137523656592,JR Stambaugh,6,0.0053908355795148,0.0,0
Larry Visoski,38,0.034141958670260555,0.0003657978211489039,0.04563099371250218,0.47683648205290824,Larry Visoski,38,0.0341419586702605,0.0003657978211489,0
Lvje,6,0.005390835579514825,0.0,0.01450547125730723,0.4671137523656592,Lvje,6,0.0053908355795148,0.0,0
Lvjet,8,0.0071877807726864335,3.9052316098603586e-06,0.016237067339676517,0.4675282277448657,Lvjet,8,0.0071877807726864,3.9052316098603586e-06,0
Scott Stambaugh,6,0.005390835579514825,0.0,0.01450547125730723,0.4671137523656592,Scott Stambaugh,6,0.0053908355795148,0.0,0
Scott Stambau JR Stambaugh,4,0.0035938903863432167,0.0,0.013834810630563502,0.4667000112209598,Scott Stambau JR Stambaugh,4,0.0035938903863432,0.0,0
Kathy Ruemmler,125,0.11230907457322552,0.007470503541182437,0.09237489758281238,0.4987262779635244,Kathy Ruemmler,125,0.1123090745732255,0.0074705035411824,0
Michael Wolff,22,0.019766397124887692,0.00018955850826742258,0.02863133152325564,0.47255992167575206,Michael Wolff,22,0.0197663971248876,0.0001895585082674,0
Lawrence Summers,5,0.004492362982929021,6.7331579480351016e-06,0.01423451929300387,0.467320898153848,Lawrence Summers,5,0.004492362982929,6.7331579480351016e-06,0
The Washington Post,4,0.0035938903863432167,2.962589497135445e-06,0.013940517218262812,0.4671137523656592,The Washington Post,4,0.0035938903863432,2.962589497135445e-06,0
Nedra Pickier,2,0.0017969451931716084,0.0,0.01419752221877706,0.4671137523656592,Nedra Pickier,2,0.0017969451931716,0.0,0
Nil Priell Barak,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,Nil Priell Barak,1,0.0008984725965858,0.0,0
Josh Gerstein,3,0.0026954177897574125,0.0,0.014590140554615673,0.467320898153848,Josh Gerstein,3,0.0026954177897574,0.0,0
Martin G Weinberg,5,0.004492362982929021,1.0773052716856164e-06,0.015265078196281163,0.46773574138345636,Martin G Weinberg,5,0.004492362982929,1.0773052716856164e-06,0
Lilly Ann Sanchez,20,0.017969451931716084,9.896184299270072e-06,0.03068869109349563,0.4721364808857201,Lilly Ann Sanchez,20,0.017969451931716,9.896184299270072e-06,0
David Ster,1,0.0008984725965858042,0.0,0.012061990121582438,0.46608077193141406,David Ster,1,0.0008984725965858,0.0,0
Jamie Rosenwald,2,0.0017969451931716084,0.0,0.012397326239516546,0.4662870023614722,Jamie Rosenwald,2,0.0017969451931716,0.0,0
